STATE,BRAND,DESC.,Qty(S1),Free Qty(S1),Amount(S1),Qty(S2),Free Qty(2),Amount(s2),Qty(s3),Free Qty(S3),Amount(s3),%Qty1,Amount(1)%,%Qty 2,Amount(2)%,,City,District,STATE
Madhya Pradesh,FLCV,FRONTLINE COLORS VEST,"2,020.000",0.000,"1,58,424.50",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Madhya Pradesh,FLEX,FRONTLINE EXPANDO,"2,530.000",0.000,"1,63,131.25",580.000,0.000,"36,529.53",0.000,0.000,0.00,-77.075,-77.61,-100,-100,0,,,
Madhya Pradesh,FLFB,FRONTLINE BRIEF,450.000,0.000,"32,666.77",50.000,0.000,"3,582.90",0.000,0.000,0.00,-88.889,-89.03,-100,-100,0,,,
Madhya Pradesh,FLFD,FRONTLINE DRAWER,410.000,0.000,"42,233.07",820.000,0.000,"85,358.11",0.000,0.000,0.00,100.000,102.11,-100,-100,0,,,
Madhya Pradesh,FLFV,FRONTLINE VEST,"17,260.000",40.000,"13,07,787.73","18,860.000",0.000,"14,06,714.91",0.000,0.000,0.00,9.270,7.56,-100,-100,0,,,
Madhya Pradesh,FLFX,FRONTLINE XING,"5,780.000",0.000,"4,31,607.89","3,330.000",0.000,"2,37,989.68",0.000,0.000,0.00,-42.388,-44.86,-100,-100,0,,,
Madhya Pradesh,FLHK,FRONTLINE HUNK,"10,780.000",0.000,"11,04,635.82","7,980.000",10.000,"7,90,226.48",0.000,0.000,0.00,-25.974,-28.46,-100,-100,0,,,
Madhya Pradesh,FLIL,FRONTLINE INTERLOCK,"1,730.000",0.000,"1,96,368.62","1,040.000",0.000,"1,15,768.40",0.000,0.000,0.00,-39.884,-41.05,-100,-100,0,,,
Madhya Pradesh,FLKL,FRONTLINE KIDLINE,0.000,0.000,0.00,80.000,0.000,"3,262.04",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Madhya Pradesh,FLRL,FRONTLINE RIBLINE,"2,350.000",0.000,"2,42,374.28","1,510.000",0.000,"1,60,202.00",0.000,0.000,0.00,-35.745,-33.9,-100,-100,0,,,
Madhya Pradesh,FTCC,COMFORT COTTON SOCKS,40.000,0.000,"2,007.65",620.000,0.000,"24,980.27",0.000,0.000,0.00,"1,450.000","1,144.25",-100,-100,0,,,
Madhya Pradesh,FTCF,COTTON FEEL SOCKS,0.000,0.000,0.00,610.000,0.000,"20,254.56",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Madhya Pradesh,FTPM,PREMIUM SOCKS,70.000,0.000,"3,689.09",220.000,0.000,"9,516.95",0.000,0.000,0.00,214.286,157.98,-100,-100,0,,,
Madhya Pradesh,FTRC,REGULAR COTTON SOCKS,0.000,0.000,0.00,140.000,0.000,"7,037.20",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Madhya Pradesh,JNJN,JON,"72,400.000",384.000,"39,08,543.59","1,48,318.000",956.000,"68,21,347.89",0.000,0.000,0.00,104.859,74.52,-100,-100,0,,,
Madhya Pradesh,MMMM,MACROMAN,"15,410.000",0.000,"13,05,266.47","15,820.000",0.000,"13,29,269.12",0.000,0.000,0.00,2.661,1.84,-100,-100,0,,,
Madhya Pradesh,MSCC,M'SERIES CLASSIC COLLECTION,"4,890.000",460.000,"7,57,518.80","6,450.000",644.000,"9,84,079.02",0.000,0.000,0.00,31.902,29.91,-100,-100,0,,,
Madhya Pradesh,MSFR,M'SERIES FREE,0.000,0.000,0.00,0.000,7.000,7.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Madhya Pradesh,MSIC,M'SERIES INTERNATIONAL COLLECTION,40.000,0.000,"5,692.84",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Madhya Pradesh,MSIN,M'SERIES INSIGNIA COLLECTION,305.000,20.000,"65,894.43",335.000,30.000,"76,353.63",0.000,0.000,0.00,9.836,15.87,-100,-100,0,,,
Madhya Pradesh,MSMW,M'SERIES MACROWOMAN,"1,345.000",319.680,"1,56,980.13",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Madhya Pradesh,MSOW,M'SERIES T-SHIRT & OUTER WEAR,111.000,29.000,"52,895.49","1,400.000",0.000,"4,71,409.59",0.000,0.000,0.00,"1,161.261",791.21,-100,-100,0,,,
Madhya Pradesh,MSPD,M'SERIES PRO DRY,290.000,0.000,"54,366.62",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Madhya Pradesh,MSSK,M'SERIES SOCKS,0.000,0.000,0.00,320.000,40.000,"23,709.63",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Madhya Pradesh,MSSP,M'SERIES MACROMAN SPORTS,525.000,0.000,"1,36,878.02",220.000,50.000,"1,17,109.65",0.000,0.000,0.00,-58.095,-14.44,-100,-100,0,,,
Madhya Pradesh,MWBR,M'WOMAN BRA,335.000,0.000,"59,582.37",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Madhya Pradesh,RABT,BATH TOWEL,78.000,0.000,"18,138.10",24.000,0.000,"5,543.96",0.000,0.000,0.00,-69.231,-69.43,-100,-100,0,,,
Madhya Pradesh,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,11.000,11.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Madhya Pradesh,SLFR,SOFTLINE FREE,0.000,0.000,0.00,0.000,5.000,4.74,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Madhya Pradesh,SLSC,SOFTLINE CAMISOLE,0.000,0.000,0.00,480.000,0.000,"32,136.49",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Madhya Pradesh,TCAG,AGNI,"2,784.000",0.000,"7,37,760.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Maharashtra,BMBS,BUMCHUMS SET,0.000,0.000,0.00,1.000,0.000,171.76,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,BMBU,BUMCHUMS BERMUDA,275.000,0.000,"81,674.49","2,935.000",0.000,"7,47,231.84",0.000,0.000,0.00,967.273,814.89,-100,-100,0,,,
Maharashtra,BMFR,BUMCHUMS FREE,0.000,0.000,0.00,0.000,54.000,55.25,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,BMLS,BUMCHUMS LOUNGERS,130.000,0.000,"39,154.64","1,189.000",0.000,"3,67,755.11",0.000,0.000,0.00,814.615,839.24,-100,-100,0,,,
Maharashtra,BMPN,BUMCHUM PANT,51.000,0.000,"12,784.91",246.000,0.000,"63,190.51",0.000,0.000,0.00,382.353,394.26,-100,-100,0,,,
Maharashtra,BMTS,BUMCHUMS T-SHIRT,"3,521.000",0.000,"11,66,237.29","4,050.000",0.000,"10,41,720.09",0.000,0.000,0.00,15.024,-10.68,-100,-100,0,,,
Maharashtra,BRBF,BUTTERFLY BRA,432.000,0.000,"86,975.20",3.000,0.000,457.65,0.000,0.000,0.00,-99.306,-99.47,-100,-100,0,,,
Maharashtra,BRCP,SOFTLINE CLASSIC PANTIES,"4,804.000",0.000,"2,86,802.45",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Maharashtra,BRCS,SL CAMISOLE,"3,036.000",0.000,"2,01,385.04",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Maharashtra,BRCW,SOFTLINE CASUAL WEAR,"1,223.000",0.000,"4,22,224.06",993.000,0.000,"2,61,706.21",0.000,0.000,0.00,-18.806,-38.02,-100,-100,0,,,
Maharashtra,BRFA,FANCY BRA(GROUP-A),593.000,0.000,"57,106.32",6.000,0.000,618.76,0.000,0.000,0.00,-98.988,-98.92,-100,-100,0,,,
Maharashtra,BRFB,FANCY BRA(GROUP-B),310.000,0.000,"42,645.30",7.000,0.000,841.90,0.000,0.000,0.00,-97.742,-98.03,-100,-100,0,,,
Maharashtra,BRLG,SOFTLINE LEGGINGS,"23,623.000",435.000,"54,83,065.42","13,289.000",0.000,"30,65,433.27",0.000,0.000,0.00,-43.746,-44.09,-100,-100,0,,,
Maharashtra,BRRC,REGULAR COTTON BRA,9.000,0.000,681.39,9.000,0.000,681.39,0.000,0.000,0.00,0.000,0.00,-100,-100,0,,,
Maharashtra,BRRF,REGULAR FANCY BRA,144.000,0.000,"9,361.22",2.000,0.000,333.34,0.000,0.000,0.00,-98.611,-96.44,-100,-100,0,,,
Maharashtra,BUZZ,BUZZ,0.000,0.000,0.00,51.000,0.000,"18,451.95",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,CLCD,COLORS DRAWER,0.000,0.000,0.00,"99,621.000",0.000,"96,47,666.08",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,CLCV,COLORS VEST,0.000,0.000,0.00,"6,370.000",0.000,"5,73,842.78",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,CLPB,COLORS PEEKABOO,0.000,0.000,0.00,936.000,0.000,"82,156.06",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,CLTS,COLORS T-SHIRT,0.000,0.000,0.00,390.000,0.000,"78,959.54",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,CTIT,INTUNE,"3,324.000",0.000,"5,43,240.00","3,117.000",0.000,"5,29,890.50",0.000,0.000,0.00,-6.227,-2.46,-100,-100,0,,,
Maharashtra,CTMT,CONTRACT MFG.,"5,094.000",0.000,"2,46,023.80","60,240.000",0.000,"36,23,401.00",0.000,0.000,0.00,"1,082.568","1,372.78",-100,-100,0,,,
Maharashtra,EUEU,EURO,"15,209.000","1,710.000","11,58,277.42","18,279.000",0.000,"12,80,648.66",0.000,0.000,0.00,20.185,10.56,-100,-100,0,,,
Maharashtra,FL2B,FRONTLINE (2.0) BOXER,144.000,0.000,"40,800.12",288.000,0.000,"81,259.73",0.000,0.000,0.00,100.000,99.17,-100,-100,0,,,
Maharashtra,FLAV,FRONTLINE AIR,180.000,0.000,"26,549.96",12.000,0.000,"1,783.38",0.000,0.000,0.00,-93.333,-93.28,-100,-100,0,,,
Maharashtra,FLCD,FRONTLINE COLORS DRAWER,"84,760.000",860.000,"76,91,785.87",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Maharashtra,FLCV,FRONTLINE COLORS VEST,"13,371.000",0.000,"11,06,759.21",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Maharashtra,FLEX,FRONTLINE EXPANDO,"64,358.000",0.000,"42,05,067.38","41,318.000",0.000,"25,68,720.92",0.000,0.000,0.00,-35.8,-38.91,-100,-100,0,,,
Maharashtra,FLFB,FRONTLINE BRIEF,690.000,0.000,"49,848.89",384.000,0.000,"26,673.67",0.000,0.000,0.00,-44.348,-46.49,-100,-100,0,,,
Maharashtra,FLFD,FRONTLINE DRAWER,"75,312.000",0.000,"74,57,261.90","39,112.000",0.000,"37,37,782.20",0.000,0.000,0.00,-48.067,-49.88,-100,-100,0,,,
Maharashtra,FLFV,FRONTLINE VEST,"1,84,024.000","6,100.000","1,36,48,029.51","2,00,338.000",0.000,"1,46,08,533.69",0.000,0.000,0.00,8.865,7.04,-100,-100,0,,,
Maharashtra,FLFX,FRONTLINE XING,"94,864.000",0.000,"70,23,392.63","97,634.000",0.000,"69,48,959.15",0.000,0.000,0.00,2.920,-1.06,-100,-100,0,,,
Maharashtra,FLHK,FRONTLINE HUNK,"65,771.000",0.000,"66,10,919.17","74,454.000",310.000,"70,93,662.22",0.000,0.000,0.00,13.202,7.30,-100,-100,0,,,
Maharashtra,FLIL,FRONTLINE INTERLOCK,800.000,0.000,"96,000.00","3,250.000",0.000,"3,72,469.98",0.000,0.000,0.00,306.250,287.99,-100,-100,0,,,
Maharashtra,FLKL,FRONTLINE KIDLINE,"5,332.000",0.000,"2,71,512.89","4,763.000",0.000,"2,30,524.65",0.000,0.000,0.00,-10.671,-15.1,-100,-100,0,,,
Maharashtra,FLRL,FRONTLINE RIBLINE,"2,316.000",0.000,"2,35,585.69","2,416.000",0.000,"2,50,226.22",0.000,0.000,0.00,4.318,6.21,-100,-100,0,,,
Maharashtra,FLSW,FRONTLINE SKYWINGS,50.000,0.000,"4,911.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Maharashtra,FTCC,COMFORT COTTON SOCKS,200.000,0.000,"7,572.08","1,640.000",0.000,"62,827.43",0.000,0.000,0.00,720.000,729.72,-100,-100,0,,,
Maharashtra,FTCF,COTTON FEEL SOCKS,600.000,0.000,"17,219.76","4,250.000",0.000,"1,41,889.37",0.000,0.000,0.00,608.333,723.99,-100,-100,0,,,
Maharashtra,FTCS,CHILDREN FANCY SOCKS,340.000,0.000,"10,646.00",220.000,0.000,"7,285.86",0.000,0.000,0.00,-35.294,-31.56,-100,-100,0,,,
Maharashtra,FTPM,PREMIUM SOCKS,500.000,0.000,"19,239.25",940.000,0.000,"41,591.24",0.000,0.000,0.00,88.000,116.18,-100,-100,0,,,
Maharashtra,FTRC,REGULAR COTTON SOCKS,30.000,0.000,"1,366.62",540.000,0.000,"25,750.91",0.000,0.000,0.00,"1,700.000","1,784.28",-100,-100,0,,,
Maharashtra,FTRL,REGULAR SOCKS LADIES THUMB,160.000,0.000,"4,623.44",200.000,0.000,"8,423.38",0.000,0.000,0.00,25.000,82.19,-100,-100,0,,,
Maharashtra,FTSP,SPORTY SOCKS,30.000,0.000,"1,843.72",400.000,0.000,"21,654.52",0.000,0.000,0.00,"1,233.333","1,074.50",-100,-100,0,,,
Maharashtra,FTSU,SCHOOL UNIFORM SOCKS,"16,130.000",0.000,"3,78,940.01","11,750.000",0.000,"3,28,357.17",0.000,0.000,0.00,-27.154,-13.35,-100,-100,0,,,
Maharashtra,FTWL,WOOLEN SOCKS,0.000,0.000,0.00,80.000,0.000,"4,056.88",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,JNJN,JON,"18,07,612.000","40,694.000","10,34,71,018.57","13,99,701.000",718.000,"7,41,22,728.33",0.000,0.000,0.00,-22.566,-28.36,-100,-100,0,,,
Maharashtra,JNOW,JON OUTERWEAR,0.000,0.000,0.00,81.000,0.000,"18,616.16",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,JNTL,JON THERMAL,0.000,0.000,0.00,720.000,0.000,"1,54,080.21",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,MMMM,MACROMAN,"2,21,910.000",0.000,"1,84,58,513.45","1,98,011.000",0.000,"1,55,64,109.47",0.000,0.000,0.00,-10.77,-15.68,-100,-100,0,,,
Maharashtra,MSAW,M’SERIES ACTIVE WEAR,723.500,0.000,"3,05,504.02","1,022.000",0.000,"4,00,277.06",0.000,0.000,0.00,41.258,31.02,-100,-100,0,,,
Maharashtra,MSCC,M'SERIES CLASSIC COLLECTION,"95,290.000","9,706.000","1,35,30,683.82","57,400.000","7,889.000","82,61,138.64",0.000,0.000,0.00,-39.763,-38.95,-100,-100,0,,,
Maharashtra,MSFR,M'SERIES FREE,0.000,0.000,0.00,0.000,82.000,82.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,MSIN,M'SERIES INSIGNIA COLLECTION,"4,365.000",424.000,"9,09,254.34","2,150.000",195.000,"4,76,653.13",0.000,0.000,0.00,-50.745,-47.58,-100,-100,0,,,
Maharashtra,MSMB,M'SERIES MODERN BASICS,0.000,0.000,0.00,"16,935.000",190.000,"18,82,193.48",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,MSMC,M'SERIES MARINE COLLECTION,660.000,55.000,"1,48,513.23",200.000,20.000,"45,117.54",0.000,0.000,0.00,-69.697,-69.62,-100,-100,0,,,
Maharashtra,MSMW,M'SERIES MACROWOMAN,"10,569.000","1,068.930","16,76,563.80","8,163.000",636.920,"15,94,486.91",0.000,0.000,0.00,-22.765,-4.9,-100,-100,0,,,
Maharashtra,MSOW,M'SERIES T-SHIRT & OUTER WEAR,"6,647.000",0.000,"21,21,128.57","9,298.000",0.000,"29,40,177.07",0.000,0.000,0.00,39.883,38.61,-100,-100,0,,,
Maharashtra,MSPD,M'SERIES PRO DRY,499.000,0.000,"1,30,851.70",202.000,30.000,"99,311.08",0.000,0.000,0.00,-59.519,-24.1,-100,-100,0,,,
Maharashtra,MSSG,MACROMAN M-SERIES SIGNATURE,0.000,0.000,0.00,"11,681.000",901.000,"30,25,935.08",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,MSSK,M'SERIES SOCKS,"25,516.000","3,190.000","18,06,831.40","24,912.000","3,114.000","17,35,789.79",0.000,0.000,0.00,-2.367,-3.93,-100,-100,0,,,
Maharashtra,MSSP,M'SERIES MACROMAN SPORTS,"5,746.500",0.000,"24,30,034.85","6,075.000","1,287.000","26,98,791.94",0.000,0.000,0.00,5.717,11.06,-100,-100,0,,,
Maharashtra,MSTH,M'SERIES THERMAL,50.000,0.000,"19,408.42",20.000,0.000,"7,800.41",0.000,0.000,0.00,-60,-59.81,-100,-100,0,,,
Maharashtra,MSWS,M'SERIES MACROWOMAN SOCKS,"1,860.000",230.000,"1,18,249.03","1,360.000",170.000,"82,592.63",0.000,0.000,0.00,-26.882,-30.15,-100,-100,0,,,
Maharashtra,MWBR,M'WOMAN BRA,"4,572.500",0.000,"8,89,515.62","6,397.000",0.000,"11,28,266.49",0.000,0.000,0.00,39.902,26.84,-100,-100,0,,,
Maharashtra,MWTH,M'WOMAN THERMAL,105.000,0.000,"31,298.03",105.000,0.000,"30,163.52",0.000,0.000,0.00,0.000,-3.62,-100,-100,0,,,
Maharashtra,RABT,BATH TOWEL,204.000,0.000,"51,179.29",156.000,0.000,"29,556.62",0.000,0.000,0.00,-23.529,-42.25,-100,-100,0,,,
Maharashtra,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,134.000,134.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,RAFT,FACE TOWEL,216.000,0.000,"7,991.95",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Maharashtra,RAHC,HANDKERCHIEF,432.000,0.000,"20,783.57",492.000,0.000,"21,546.31",0.000,0.000,0.00,13.889,3.67,-100,-100,0,,,
Maharashtra,RAHT,HAND TOWEL,168.000,0.000,"13,403.96",24.000,0.000,"1,572.04",0.000,0.000,0.00,-85.714,-88.27,-100,-100,0,,,
Maharashtra,SLFR,SOFTLINE FREE,0.000,0.000,0.00,0.000,77.000,75.06,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,SLSC,SOFTLINE CAMISOLE,0.000,0.000,0.00,"1,831.000",0.000,"1,42,928.19",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Maharashtra,SLSP,SOFTLINE REG.PANTIES,72.000,0.000,"5,274.84","2,697.000",0.000,"1,63,250.18",0.000,0.000,0.00,"3,645.833","2,994.88",-100,-100,0,,,
Maharashtra,TCAG,AGNI,156.000,0.000,"40,872.48",270.000,0.000,"81,576.53",0.000,0.000,0.00,73.077,99.59,-100,-100,0,,,
Manipur,FTSU,SCHOOL UNIFORM SOCKS,0.000,0.000,0.00,"1,200.000",0.000,"49,500.95",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Manipur,MSCC,M'SERIES CLASSIC COLLECTION,"63,808.000","6,304.000","99,05,442.17","48,570.000","4,856.000","66,62,403.40",0.000,0.000,0.00,-23.881,-32.74,-100,-100,0,,,
Manipur,MSMW,M'SERIES MACROWOMAN,"4,767.000",98.325,"10,68,715.12",934.000,94.000,"2,43,972.03",0.000,0.000,0.00,-80.407,-77.17,-100,-100,0,,,
Manipur,MSPD,M'SERIES PRO DRY,229.000,0.000,"36,425.46",36.000,0.000,"15,990.64",0.000,0.000,0.00,-84.279,-56.1,-100,-100,0,,,
Manipur,MSSK,M'SERIES SOCKS,"3,231.000",404.060,"2,37,573.78",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Manipur,MSSP,M'SERIES MACROMAN SPORTS,"7,809.000",0.000,"21,45,689.46",780.000,210.000,"2,98,537.71",0.000,0.000,0.00,-90.012,-86.09,-100,-100,0,,,
Manipur,MSWS,M'SERIES MACROWOMAN SOCKS,418.000,52.000,"26,085.41",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Manipur,MWBR,M'WOMAN BRA,"2,252.000",0.000,"4,88,241.15","2,648.000",0.000,"5,83,363.50",0.000,0.000,0.00,17.584,19.48,-100,-100,0,,,
Megalaya,BMBU,BUMCHUMS BERMUDA,80.000,0.000,"25,100.92",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Megalaya,BRBF,BUTTERFLY BRA,144.000,0.000,"22,405.20",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Megalaya,BRLG,SOFTLINE LEGGINGS,220.000,0.000,"63,265.77",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Megalaya,BRRC,REGULAR COTTON BRA,144.000,0.000,"8,451.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Megalaya,EUEU,EURO,"8,710.000","1,670.000","6,88,214.70","9,000.000",0.000,"5,41,119.87",0.000,0.000,0.00,3.330,-21.37,-100,-100,0,,,
Megalaya,FLEX,FRONTLINE EXPANDO,"2,160.000",0.000,"1,42,088.07","1,440.000",0.000,"91,427.73",0.000,0.000,0.00,-33.333,-35.65,-100,-100,0,,,
Megalaya,FLFV,FRONTLINE VEST,"3,990.000",40.000,"3,01,596.47","3,000.000",0.000,"2,08,659.74",0.000,0.000,0.00,-24.812,-30.81,-100,-100,0,,,
Megalaya,FLHK,FRONTLINE HUNK,510.000,0.000,"57,757.65",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Megalaya,JNJN,JON,430.000,0.000,"20,337.65",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Megalaya,MMMM,MACROMAN,"2,600.000",0.000,"2,10,139.25","1,440.000",0.000,"1,05,824.68",0.000,0.000,0.00,-44.615,-49.64,-100,-100,0,,,
Nagaland,EUEU,EURO,160.000,0.000,"12,800.00",760.000,0.000,"80,120.00",0.000,0.000,0.00,375.000,525.94,-100,-100,0,,,
Nagaland,FLFV,FRONTLINE VEST,0.000,0.000,0.00,240.000,0.000,"30,110.42",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Nagaland,FLHK,FRONTLINE HUNK,"1,120.000",0.000,"1,53,440.00","1,760.000",0.000,"2,41,120.00",0.000,0.000,0.00,57.143,57.14,-100,-100,0,,,
Nagaland,FLIL,FRONTLINE INTERLOCK,320.000,0.000,"38,400.00",480.000,0.000,"57,600.00",0.000,0.000,0.00,50.000,50.00,-100,-100,0,,,
Nagaland,FLRL,FRONTLINE RIBLINE,"1,280.000",0.000,"1,33,280.00","1,440.000",0.000,"1,52,640.00",0.000,0.000,0.00,12.500,14.53,-100,-100,0,,,
Nagaland,JNJN,JON,320.000,0.000,"17,600.00","4,974.000",39.000,"2,87,642.55",0.000,0.000,0.00,"1,454.375","1,534.33",-100,-100,0,,,
Nagaland,MMMM,MACROMAN,"2,560.000",0.000,"2,55,040.00","2,880.000",0.000,"2,85,120.06",0.000,0.000,0.00,12.500,11.79,-100,-100,0,,,
Nagaland,MSAW,M’SERIES ACTIVE WEAR,0.000,0.000,0.00,78.000,0.000,"37,765.08",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Nagaland,MSCC,M'SERIES CLASSIC COLLECTION,"31,420.000","3,142.000","41,97,754.64","52,190.000","9,392.000","72,40,058.67",0.000,0.000,0.00,66.104,72.47,-100,-100,0,,,
Nagaland,MSFR,M'SERIES FREE,0.000,0.000,0.00,0.000,6.000,6.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Nagaland,MSMB,M'SERIES MODERN BASICS,"23,690.000",0.000,"27,83,154.95",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Nagaland,MSOW,M'SERIES T-SHIRT & OUTER WEAR,"1,607.000",0.000,"4,85,089.09","3,442.000",0.000,"11,48,017.63",0.000,0.000,0.00,114.188,136.66,-100,-100,0,,,
Nagaland,MSSK,M'SERIES SOCKS,0.000,0.000,0.00,"2,000.000",250.000,"1,47,443.05",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Nagaland,MSSP,M'SERIES MACROMAN SPORTS,"4,500.000",0.000,"11,80,842.91","1,860.000",880.000,"5,12,845.20",0.000,0.000,0.00,-58.667,-56.57,-100,-100,0,,,
Nepal,BMBU,BUMCHUMS BERMUDA,200.000,0.000,"50,600.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Nepal,BMLS,BUMCHUMS LOUNGERS,200.000,0.000,"56,500.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Nepal,BMTS,BUMCHUMS T-SHIRT,300.000,0.000,"67,450.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Nepal,EUEU,EURO,"10,200.000",0.000,"6,91,340.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Nepal,FLCV,FRONTLINE COLORS VEST,"2,000.000",0.000,"1,60,860.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Nepal,FLEX,FRONTLINE EXPANDO,"1,800.000",0.000,"1,06,848.00",600.000,0.000,"35,840.00",0.000,0.000,0.00,-66.667,-66.46,-100,-100,0,,,
Nepal,FLFD,FRONTLINE DRAWER,"1,600.000",0.000,"1,41,328.00",350.000,0.000,"33,845.00",0.000,0.000,0.00,-78.125,-76.05,-100,-100,0,,,
Nepal,FLFV,FRONTLINE VEST,"4,000.000",0.000,"2,74,080.00","5,500.000",0.000,"3,60,450.00",0.000,0.000,0.00,37.500,31.51,-100,-100,0,,,
Nepal,FLFX,FRONTLINE XING,"4,800.000",0.000,"3,10,364.00","3,250.000",0.000,"2,21,225.00",0.000,0.000,0.00,-32.292,-28.72,-100,-100,0,,,
Nepal,FLRL,FRONTLINE RIBLINE,"2,800.000",0.000,"2,21,844.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Nepal,JNJN,JON,"43,000.000",0.000,"17,99,068.00","63,100.000",0.000,"27,96,765.00",0.000,0.000,0.00,46.744,55.46,-100,-100,0,,,
Nepal,MSAW,M’SERIES ACTIVE WEAR,0.000,0.000,0.00,156.000,0.000,"76,512.00",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Nepal,MSCC,M'SERIES CLASSIC COLLECTION,"7,800.000",0.000,"11,16,989.89","4,000.000",0.000,"5,17,250.00",0.000,0.000,0.00,-48.718,-53.69,-100,-100,0,,,
Nepal,MSIN,M'SERIES INSIGNIA COLLECTION,650.000,0.000,"97,401.11","1,560.000",0.000,"3,20,580.00",0.000,0.000,0.00,140.000,229.13,-100,-100,0,,,
Nepal,MSMB,M'SERIES MODERN BASICS,"5,110.000",0.000,"7,52,853.00",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Nepal,MSMC,M'SERIES MARINE COLLECTION,0.000,0.000,0.00,400.000,0.000,"82,300.00",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
