STATE,BRAND,DESC.,Qty(S1),Free Qty(S1),Amount(S1),Qty(S2),Free Qty(2),Amount(s2),Qty(s3),Free Qty(S3),Amount(s3),%Qty1,Amount(1)%,%Qty 2,Amount(2)%,,City,District,STATE
Bihar,MMMM,MACROMAN,"8,11,902.000","46,000.000","6,16,92,946.35","4,57,860.000",0.000,"3,35,55,578.41",0.000,0.000,0.00,-43.606,-45.61,-100,-100,0,,,
Bihar,MSAW,M’SERIES ACTIVE WEAR,468.000,0.000,"1,55,008.21","1,048.000",0.000,"3,85,311.59",0.000,0.000,0.00,123.932,148.57,-100,-100,0,,,
Bihar,MSCC,M'SERIES CLASSIC COLLECTION,"5,605.000",542.000,"8,81,295.35","9,917.000",870.000,"15,55,633.08",0.000,0.000,0.00,76.931,76.52,-100,-100,0,,,
Bihar,MSFR,M'SERIES FREE,0.000,0.000,0.00,0.000,15.000,15.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Bihar,MSIN,M'SERIES INSIGNIA COLLECTION,82.000,0.000,"14,842.87",577.000,30.000,"1,52,359.81",0.000,0.000,0.00,603.659,926.48,-100,-100,0,,,
Bihar,MSMB,M'SERIES MODERN BASICS,"12,915.000",0.000,"24,23,777.23","3,190.000",0.000,"4,33,581.43",0.000,0.000,0.00,-75.3,-82.11,-100,-100,0,,,
Bihar,MSMC,M'SERIES MARINE COLLECTION,4.000,0.000,879.00,32.000,0.000,"11,152.58",0.000,0.000,0.00,700.000,"1,168.78",-100,-100,0,,,
Bihar,MSMW,M'SERIES MACROWOMAN,"3,808.000",634.380,"5,92,472.63",805.000,0.000,"3,27,107.54",0.000,0.000,0.00,-78.86,-44.79,-100,-100,0,,,
Bihar,MSOW,M'SERIES T-SHIRT & OUTER WEAR,"8,352.000",0.000,"25,05,750.28","4,680.000",0.000,"19,87,444.83",0.000,0.000,0.00,-43.966,-20.68,-100,-100,0,,,
Bihar,MSPD,M'SERIES PRO DRY,73.000,0.000,"36,498.63",87.000,0.000,"91,396.80",0.000,0.000,0.00,19.178,150.41,-100,-100,0,,,
Bihar,MSSG,MACROMAN M-SERIES SIGNATURE,0.000,0.000,0.00,976.000,0.000,"3,93,008.43",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Bihar,MSSK,M'SERIES SOCKS,"2,608.000",310.000,"1,87,048.80","3,776.000",482.000,"2,60,051.13",0.000,0.000,0.00,44.785,39.03,-100,-100,0,,,
Bihar,MSSP,M'SERIES MACROMAN SPORTS,"3,495.500",0.000,"12,88,181.75","4,974.000",590.000,"22,16,499.59",0.000,0.000,0.00,42.297,72.06,-100,-100,0,,,
Bihar,MSWS,M'SERIES MACROWOMAN SOCKS,21.000,0.000,"1,268.94",160.000,10.000,"10,616.17",0.000,0.000,0.00,661.905,736.62,-100,-100,0,,,
Bihar,MWBR,M'WOMAN BRA,478.000,0.000,"91,144.84",338.000,0.000,"1,31,100.35",0.000,0.000,0.00,-29.289,43.84,-100,-100,0,,,
Bihar,RABT,BATH TOWEL,"1,882.000",0.000,"5,18,057.87",727.000,0.000,"2,07,857.30",0.000,0.000,0.00,-61.371,-59.88,-100,-100,0,,,
Bihar,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,393.000,393.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Bihar,RAFT,FACE TOWEL,501.000,0.000,"18,615.54",162.000,0.000,"6,081.24",0.000,0.000,0.00,-67.665,-67.33,-100,-100,0,,,
Bihar,RAHC,HANDKERCHIEF,492.000,0.000,"23,762.84",303.000,0.000,"14,555.26",0.000,0.000,0.00,-38.415,-38.75,-100,-100,0,,,
Bihar,RAHT,HAND TOWEL,406.000,0.000,"33,832.09",284.000,0.000,"26,368.56",0.000,0.000,0.00,-30.049,-22.06,-100,-100,0,,,
Bihar,SLFR,SOFTLINE FREE,0.000,0.000,0.00,0.000,76.000,74.17,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Bihar,SLSC,SOFTLINE CAMISOLE,0.000,0.000,0.00,"5,010.000",0.000,"3,64,160.35",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Bihar,SLSP,SOFTLINE REG.PANTIES,"35,820.000",0.000,"20,61,641.12","50,431.000",0.000,"29,09,473.27",0.000,0.000,0.00,40.790,41.12,-100,-100,0,,,
Chandigarh,BMBU,BUMCHUMS BERMUDA,100.000,0.000,"31,376.18",320.000,0.000,"63,772.41",0.000,0.000,0.00,220.000,103.25,-100,-100,0,,,
Chandigarh,BRBF,BUTTERFLY BRA,96.000,0.000,"14,936.46",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chandigarh,BRCP,SOFTLINE CLASSIC PANTIES,150.000,0.000,"17,903.99",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chandigarh,BRCW,SOFTLINE CASUAL WEAR,150.000,0.000,"56,202.38",450.000,0.000,"96,944.90",0.000,0.000,0.00,200.000,72.49,-100,-100,0,,,
Chandigarh,BRLG,SOFTLINE LEGGINGS,"1,530.000",70.000,"3,66,138.26",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chandigarh,BRRC,REGULAR COTTON BRA,294.000,0.000,"17,368.73",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chandigarh,BRRF,REGULAR FANCY BRA,390.000,0.000,"26,726.22",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chandigarh,CLCD,COLORS DRAWER,0.000,0.000,0.00,"3,730.000",0.000,"3,45,691.23",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,CLCV,COLORS VEST,0.000,0.000,0.00,430.000,0.000,"32,573.20",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,CLPB,COLORS PEEKABOO,0.000,0.000,0.00,312.000,0.000,"39,262.58",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,EUEU,EURO,400.000,0.000,"27,797.31",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chandigarh,FLFV,FRONTLINE VEST,970.000,0.000,"77,905.74","1,800.000",0.000,"1,30,191.79",0.000,0.000,0.00,85.567,67.11,-100,-100,0,,,
Chandigarh,FLFX,FRONTLINE XING,300.000,0.000,"23,982.09",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chandigarh,FLHK,FRONTLINE HUNK,"1,520.000",0.000,"1,52,292.34","4,730.000",30.000,"4,37,715.91",0.000,0.000,0.00,211.184,187.42,-100,-100,0,,,
Chandigarh,FLIL,FRONTLINE INTERLOCK,70.000,0.000,"7,080.54",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chandigarh,FTCC,COMFORT COTTON SOCKS,0.000,0.000,0.00,120.000,0.000,"5,811.50",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,FTCF,COTTON FEEL SOCKS,0.000,0.000,0.00,150.000,0.000,"5,592.91",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,FTCS,CHILDREN FANCY SOCKS,0.000,0.000,0.00,140.000,0.000,"4,877.24",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,FTPM,PREMIUM SOCKS,0.000,0.000,0.00,90.000,0.000,"4,101.48",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,FTRC,REGULAR COTTON SOCKS,0.000,0.000,0.00,60.000,0.000,"3,047.17",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,FTRL,REGULAR SOCKS LADIES THUMB,0.000,0.000,0.00,60.000,0.000,"2,262.88",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,FTSU,SCHOOL UNIFORM SOCKS,0.000,0.000,0.00,180.000,0.000,"6,685.83",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,JNJN,JON,"27,600.000",168.000,"14,00,748.40","42,230.000",118.000,"18,93,696.09",0.000,0.000,0.00,53.007,35.19,-100,-100,0,,,
Chandigarh,JNOW,JON OUTERWEAR,0.000,0.000,0.00,190.000,0.000,"36,432.12",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,MMMM,MACROMAN,"2,000.000",0.000,"1,61,239.39","1,060.000",0.000,"76,738.09",0.000,0.000,0.00,-47,-52.41,-100,-100,0,,,
Chandigarh,MSCC,M'SERIES CLASSIC COLLECTION,0.000,0.000,0.00,"1,300.000",130.000,"1,98,265.54",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,MSMW,M'SERIES MACROWOMAN,0.000,0.000,0.00,370.000,0.000,"41,314.89",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,MSSK,M'SERIES SOCKS,0.000,0.000,0.00,480.000,60.000,"32,780.17",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,MSSP,M'SERIES MACROMAN SPORTS,0.000,0.000,0.00,80.000,0.000,"17,172.33",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,MSWS,M'SERIES MACROWOMAN SOCKS,0.000,0.000,0.00,80.000,10.000,"4,485.40",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,RABT,BATH TOWEL,48.000,0.000,"13,487.60",63.000,0.000,"16,052.91",0.000,0.000,0.00,31.250,19.02,-100,-100,0,,,
Chandigarh,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,4.000,4.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,RAFT,FACE TOWEL,0.000,0.000,0.00,45.000,0.000,"1,665.00",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chandigarh,RAHT,HAND TOWEL,108.000,0.000,"7,074.30",30.000,0.000,"2,715.00",0.000,0.000,0.00,-72.222,-61.62,-100,-100,0,,,
Chandigarh,SLSP,SOFTLINE REG.PANTIES,0.000,0.000,0.00,504.000,0.000,"30,697.87",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,BMBU,BUMCHUMS BERMUDA,320.000,0.000,"83,777.11",480.000,0.000,"1,27,580.85",0.000,0.000,0.00,50.000,52.29,-100,-100,0,,,
Chhatisgarh,BMTS,BUMCHUMS T-SHIRT,0.000,0.000,0.00,275.000,0.000,"64,782.14",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,BRBF,BUTTERFLY BRA,0.000,0.000,0.00,264.000,0.000,"50,010.35",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,BRCW,SOFTLINE CASUAL WEAR,0.000,0.000,0.00,130.000,0.000,"30,279.13",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,BRFA,FANCY BRA(GROUP-A),0.000,0.000,0.00,57.000,0.000,"10,211.44",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,BRFB,FANCY BRA(GROUP-B),0.000,0.000,0.00,108.000,0.000,"13,191.69",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,BRLG,SOFTLINE LEGGINGS,0.000,0.000,0.00,320.000,0.000,"73,252.59",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,BRRC,REGULAR COTTON BRA,0.000,0.000,0.00,72.000,0.000,"4,890.96",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,BRRF,REGULAR FANCY BRA,0.000,0.000,0.00,126.000,0.000,"16,119.33",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,CLCD,COLORS DRAWER,0.000,0.000,0.00,"8,680.000",0.000,"7,88,679.86",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,CLCV,COLORS VEST,0.000,0.000,0.00,490.000,0.000,"44,725.77",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,CLPB,COLORS PEEKABOO,0.000,0.000,0.00,132.000,0.000,"7,921.68",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,EUEU,EURO,230.000,0.000,"15,528.60","1,730.000",0.000,"1,10,455.67",0.000,0.000,0.00,652.174,611.30,-100,-100,0,,,
Chhatisgarh,FL2B,FRONTLINE (2.0) BOXER,0.000,0.000,0.00,498.000,0.000,"1,39,969.09",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,FLCD,FRONTLINE COLORS DRAWER,"4,810.000",0.000,"4,25,523.56",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chhatisgarh,FLCV,FRONTLINE COLORS VEST,110.000,0.000,"9,210.75",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chhatisgarh,FLEX,FRONTLINE EXPANDO,"1,440.000",0.000,"94,487.78","1,110.000",0.000,"69,506.88",0.000,0.000,0.00,-22.917,-26.44,-100,-100,0,,,
Chhatisgarh,FLFB,FRONTLINE BRIEF,160.000,0.000,"11,501.56",430.000,0.000,"29,450.39",0.000,0.000,0.00,168.750,156.06,-100,-100,0,,,
Chhatisgarh,FLFD,FRONTLINE DRAWER,"2,310.000",0.000,"2,22,762.02","1,590.000",0.000,"1,54,890.58",0.000,0.000,0.00,-31.169,-30.47,-100,-100,0,,,
Chhatisgarh,FLFV,FRONTLINE VEST,"7,440.000",60.000,"5,59,692.05","6,400.000",0.000,"4,85,191.56",0.000,0.000,0.00,-13.978,-13.31,-100,-100,0,,,
Chhatisgarh,FLHK,FRONTLINE HUNK,"1,935.000",0.000,"2,02,793.67","2,230.000",0.000,"2,19,383.49",0.000,0.000,0.00,15.245,8.18,-100,-100,0,,,
Chhatisgarh,FLKL,FRONTLINE KIDLINE,0.000,0.000,0.00,"1,020.000",0.000,"1,05,453.00",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,FLRL,FRONTLINE RIBLINE,380.000,0.000,"33,765.99","1,250.000",0.000,"1,09,370.06",0.000,0.000,0.00,228.947,223.91,-100,-100,0,,,
Chhatisgarh,FTCC,COMFORT COTTON SOCKS,360.000,0.000,"14,315.11",170.000,0.000,"7,041.57",0.000,0.000,0.00,-52.778,-50.81,-100,-100,0,,,
Chhatisgarh,FTCF,COTTON FEEL SOCKS,320.000,0.000,"10,891.89",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chhatisgarh,FTPM,PREMIUM SOCKS,120.000,0.000,"4,750.44",380.000,0.000,"20,061.79",0.000,0.000,0.00,216.667,322.31,-100,-100,0,,,
Chhatisgarh,FTSP,SPORTY SOCKS,0.000,0.000,0.00,180.000,0.000,"9,600.13",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,FTSU,SCHOOL UNIFORM SOCKS,"3,980.000",0.000,"83,764.55","5,680.000",0.000,"1,30,109.55",0.000,0.000,0.00,42.714,55.33,-100,-100,0,,,
Chhatisgarh,JNJN,JON,"29,640.000",128.000,"13,97,083.22","90,050.000",388.000,"41,46,079.26",0.000,0.000,0.00,203.812,196.77,-100,-100,0,,,
Chhatisgarh,MMMM,MACROMAN,"4,370.000",0.000,"3,49,841.92","5,630.000",0.000,"4,62,788.64",0.000,0.000,0.00,28.833,32.29,-100,-100,0,,,
Chhatisgarh,MSCC,M'SERIES CLASSIC COLLECTION,"4,210.000",430.000,"6,27,192.21","3,040.000",300.000,"4,45,054.08",0.000,0.000,0.00,-27.791,-29.04,-100,-100,0,,,
Chhatisgarh,MSFR,M'SERIES FREE,0.000,0.000,0.00,0.000,1.000,1.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,MSIN,M'SERIES INSIGNIA COLLECTION,0.000,0.000,0.00,465.000,30.000,"1,01,658.46",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,MSMC,M'SERIES MARINE COLLECTION,0.000,0.000,0.00,125.000,20.000,"28,063.85",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,MSMW,M'SERIES MACROWOMAN,505.000,79.920,"83,969.37",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Chhatisgarh,MSOW,M'SERIES T-SHIRT & OUTER WEAR,0.000,0.000,0.00,432.000,0.000,"1,43,949.54",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,MSPD,M'SERIES PRO DRY,150.000,0.000,"27,822.87",80.000,0.000,"14,348.56",0.000,0.000,0.00,-46.667,-48.43,-100,-100,0,,,
Chhatisgarh,MSSK,M'SERIES SOCKS,"1,296.000",162.000,"90,307.73","1,232.000",154.000,"90,729.21",0.000,0.000,0.00,-4.938,0.47,-100,-100,0,,,
Chhatisgarh,MSSP,M'SERIES MACROMAN SPORTS,35.000,0.000,"6,586.67",200.000,100.000,"51,850.03",0.000,0.000,0.00,471.429,687.20,-100,-100,0,,,
Chhatisgarh,MWBR,M'WOMAN BRA,255.000,0.000,"48,328.73",450.000,0.000,"87,763.78",0.000,0.000,0.00,76.471,81.60,-100,-100,0,,,
Chhatisgarh,RABT,BATH TOWEL,0.000,0.000,0.00,96.000,0.000,"17,856.44",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,12.000,12.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,SLFR,SOFTLINE FREE,0.000,0.000,0.00,0.000,19.000,19.03,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,SLSC,SOFTLINE CAMISOLE,0.000,0.000,0.00,140.000,0.000,"11,195.58",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Chhatisgarh,SLSP,SOFTLINE REG.PANTIES,0.000,0.000,0.00,"1,426.000",0.000,"1,06,668.78",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Dadra und Nagar Hav.,EUEU,EURO,0.000,0.000,0.00,"2,120.000",0.000,"1,42,400.44",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Delhi,BMBU,BUMCHUMS BERMUDA,200.000,0.000,"62,752.40","3,840.000",0.000,"9,06,225.18",0.000,0.000,0.00,"1,820.000","1,344.13",-100,-100,0,,,
Delhi,BMLS,BUMCHUMS LOUNGERS,170.000,0.000,"49,168.42",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,BMTS,BUMCHUMS T-SHIRT,505.000,0.000,"1,16,984.28",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,BRBF,BUTTERFLY BRA,252.000,0.000,"32,562.31",534.000,0.000,"79,611.96",0.000,0.000,0.00,111.905,144.49,-100,-100,0,,,
Delhi,BRCP,SOFTLINE CLASSIC PANTIES,"2,595.000",0.000,"1,53,879.47",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,BRCS,SL CAMISOLE,"3,285.000",0.000,"2,16,874.35",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,BRCW,SOFTLINE CASUAL WEAR,545.000,0.000,"1,55,665.22",370.000,0.000,"98,384.43",0.000,0.000,0.00,-32.11,-36.8,-100,-100,0,,,
Delhi,BRFA,FANCY BRA(GROUP-A),"1,392.000",0.000,"1,19,461.37","1,566.000",0.000,"1,31,431.14",0.000,0.000,0.00,12.500,10.02,-100,-100,0,,,
Delhi,BRFB,FANCY BRA(GROUP-B),384.000,0.000,"40,000.53",216.000,0.000,"22,611.07",0.000,0.000,0.00,-43.75,-43.47,-100,-100,0,,,
Delhi,BRLG,SOFTLINE LEGGINGS,"1,450.000",80.000,"3,37,053.63","1,340.000",0.000,"3,10,192.54",0.000,0.000,0.00,-7.586,-7.97,-100,-100,0,,,
Delhi,BRRC,REGULAR COTTON BRA,"2,904.000",0.000,"2,04,688.16","4,032.000",0.000,"2,86,846.93",0.000,0.000,0.00,38.843,40.14,-100,-100,0,,,
Delhi,BRRF,REGULAR FANCY BRA,"1,068.000",0.000,"84,891.59",630.000,0.000,"51,133.84",0.000,0.000,0.00,-41.011,-39.77,-100,-100,0,,,
Delhi,CLCD,COLORS DRAWER,0.000,0.000,0.00,"16,100.000",0.000,"16,22,196.76",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Delhi,CLCV,COLORS VEST,0.000,0.000,0.00,"1,610.000",0.000,"1,38,845.08",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Delhi,CLPT,COLORS PANT,0.000,0.000,0.00,10.000,0.000,"3,440.33",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Delhi,CLSH,COLORS SHORTS,0.000,0.000,0.00,10.000,0.000,"2,655.87",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Delhi,CLTS,COLORS T-SHIRT,0.000,0.000,0.00,30.000,0.000,"5,553.86",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Delhi,EUEU,EURO,"5,440.000","1,040.000","4,20,798.02","9,260.000",0.000,"5,94,104.29",0.000,0.000,0.00,70.221,41.19,-100,-100,0,,,
Delhi,FLCD,FRONTLINE COLORS DRAWER,"11,500.000",0.000,"10,48,084.95",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,FLCV,FRONTLINE COLORS VEST,"1,520.000",0.000,"1,27,444.07",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,FLEX,FRONTLINE EXPANDO,"11,900.000",0.000,"7,73,500.56","10,100.000",0.000,"6,13,630.06",0.000,0.000,0.00,-15.126,-20.67,-100,-100,0,,,
Delhi,FLFB,FRONTLINE BRIEF,80.000,0.000,"5,720.72",150.000,0.000,"10,988.97",0.000,0.000,0.00,87.500,92.09,-100,-100,0,,,
Delhi,FLFD,FRONTLINE DRAWER,"7,580.000",0.000,"7,62,463.01","14,800.000",0.000,"13,92,715.14",0.000,0.000,0.00,95.251,82.66,-100,-100,0,,,
Delhi,FLFV,FRONTLINE VEST,"1,37,540.000","2,870.000","99,42,494.78","1,50,230.000",0.000,"1,02,91,225.35",0.000,0.000,0.00,9.226,3.51,-100,-100,0,,,
Delhi,FLFX,FRONTLINE XING,"24,070.000",0.000,"18,39,936.97","37,000.000",0.000,"25,63,588.48",0.000,0.000,0.00,53.718,39.33,-100,-100,0,,,
Delhi,FLHK,FRONTLINE HUNK,"1,34,930.000",0.000,"1,18,88,471.54","1,90,915.000","2,350.000","1,55,23,023.86",0.000,0.000,0.00,41.492,30.57,-100,-100,0,,,
Delhi,FLIL,FRONTLINE INTERLOCK,320.000,0.000,"38,400.00",620.000,0.000,"68,038.54",0.000,0.000,0.00,93.750,77.18,-100,-100,0,,,
Delhi,FLKL,FRONTLINE KIDLINE,400.000,0.000,"23,160.17",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,FLRL,FRONTLINE RIBLINE,960.000,0.000,"98,880.00","1,120.000",0.000,"1,15,360.00",0.000,0.000,0.00,16.667,16.67,-100,-100,0,,,
Delhi,FTCC,COMFORT COTTON SOCKS,"2,230.000",0.000,"81,195.80","1,010.000",0.000,"39,613.44",0.000,0.000,0.00,-54.709,-51.21,-100,-100,0,,,
Delhi,FTCF,COTTON FEEL SOCKS,"2,300.000",0.000,"68,296.04",640.000,0.000,"20,820.28",0.000,0.000,0.00,-72.174,-69.51,-100,-100,0,,,
Delhi,FTCS,CHILDREN FANCY SOCKS,20.000,0.000,629.29,0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,FTPM,PREMIUM SOCKS,660.000,0.000,"26,613.46",220.000,0.000,"9,570.10",0.000,0.000,0.00,-66.667,-64.04,-100,-100,0,,,
Delhi,FTRC,REGULAR COTTON SOCKS,110.000,0.000,"4,770.94",200.000,0.000,"9,428.78",0.000,0.000,0.00,81.818,97.63,-100,-100,0,,,
Delhi,FTRL,REGULAR SOCKS LADIES THUMB,20.000,0.000,738.12,0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,FTSU,SCHOOL UNIFORM SOCKS,520.000,0.000,"19,832.38",330.000,0.000,"13,517.24",0.000,0.000,0.00,-36.538,-31.84,-100,-100,0,,,
Delhi,FTWL,WOOLEN SOCKS,30.000,0.000,"1,040.95",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,JNJN,JON,"12,02,610.000","14,106.000","5,75,09,739.72","9,77,538.000",0.000,"4,45,08,460.45",0.000,0.000,0.00,-18.715,-22.61,-100,-100,0,,,
Delhi,JNOW,JON OUTERWEAR,0.000,0.000,0.00,540.000,0.000,"97,212.30",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Delhi,MMMM,MACROMAN,"1,66,870.000",0.000,"1,26,02,695.67","87,620.000",0.000,"63,01,151.84",0.000,0.000,0.00,-47.492,-50,-100,-100,0,,,
Delhi,MSCC,M'SERIES CLASSIC COLLECTION,"10,190.000","1,014.000","15,96,753.84","11,000.000","1,098.000","16,66,315.39",0.000,0.000,0.00,7.949,4.36,-100,-100,0,,,
Delhi,MSFR,M'SERIES FREE,0.000,0.000,0.00,0.000,19.000,19.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Delhi,MSIN,M'SERIES INSIGNIA COLLECTION,280.000,28.000,"62,989.67",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,MSMB,M'SERIES MODERN BASICS,0.000,0.000,0.00,"3,720.000",421.000,"4,38,496.01",0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Delhi,MSMC,M'SERIES MARINE COLLECTION,100.000,10.000,"22,450.46",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,MSMW,M'SERIES MACROWOMAN,525.000,0.000,"68,902.40",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,MSOW,M'SERIES T-SHIRT & OUTER WEAR,842.000,0.000,"2,87,581.78",386.000,0.000,"1,28,190.48",0.000,0.000,0.00,-54.157,-55.42,-100,-100,0,,,
Delhi,MSPD,M'SERIES PRO DRY,70.000,0.000,"13,040.79",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,MSSK,M'SERIES SOCKS,"1,728.000",216.000,"1,30,126.96","2,624.000",328.000,"1,94,515.06",0.000,0.000,0.00,51.852,49.48,-100,-100,0,,,
Delhi,MSSP,M'SERIES MACROMAN SPORTS,205.000,0.000,"88,570.91",403.000,20.000,"1,18,779.41",0.000,0.000,0.00,96.585,34.11,-100,-100,0,,,
Delhi,MWBR,M'WOMAN BRA,215.000,0.000,"35,393.17",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,RABT,BATH TOWEL,36.000,0.000,"9,516.08",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
Delhi,RAFR,SAMPLE FREE,0.000,0.000,0.00,0.000,51.000,51.00,0.000,0.000,0.00,0.000,0.00,0.000,0.00,0,,,
Delhi,RAFT,FACE TOWEL,108.000,0.000,"3,996.16",0.000,0.000,0.00,0.000,0.000,0.00,-100,-100,-100,-100,0,,,
