BRAND,DESC.1,ITEM,DESC.,Valuation Type,Qty(S1),Free Qty(S1),Amount(S1),Qty(S2),Free Qty(2),Amount(s2),Qty(s3),Free Qty(S3),Amount(s3),%Qty1,Amount(1)%,%Qty 2,Amount(2)%,,City,District,STATE
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01AEFRS,"CHR LEGG(1001), ONION BLUE., FRS, P01",DOMESTIC,75,0,"17,800.37",104,0,"25,130.00",0,0,0,38.667,41.18,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01AIFRS,"CHR LEGG(1001), PERSIAN RD., FRS, P01",DOMESTIC,15,0,"3,534.85",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01AQFRS,"CHR LEGG(1001), QUEENS PNK., FRS, P01",DOMESTIC,326,0,"77,218.53",116,0,"26,995.35",0,0,0,-64.417,-65.04,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01ARFRS,"CHR LEGG(1001), RASPBERRY., FRS, P01",DOMESTIC,114,0,"27,224.06",41,0,"9,821.75",0,0,0,-64.035,-63.92,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01ATFRS,"CHR LEGG(1001), ROSE RED., FRS, P01",DOMESTIC,11,0,"2,633.74",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01BCFRS,"CHR LEGG(1001), SHALE GRN., FRS, P01",DOMESTIC,55,0,"12,977.81",101,0,"24,255.57",0,0,0,83.636,86.9,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01BDFRS,"CHR LEGG(1001), SNOW., FRS, P01",DOMESTIC,942,0,"2,22,116.19",520,0,"1,23,468.66",0,0,0,-44.798,-44.41,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01BEFRS,"CHR LEGG(1001), SPRNG BELL., FRS, P01",DOMESTIC,22,0,"5,260.14",47,0,"11,016.89",0,0,0,113.636,109.44,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01BIFRS,"CHR LEGG(1001), SUNSHINE., FRS, P01",DOMESTIC,11,0,"2,569.09",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01BMFRS,"CHR LEGG(1001), BLU MOSAIC., FRS, P01",DOMESTIC,126,0,"29,822.96",38,0,"8,975.94",0,0,0,-69.841,-69.9,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01BOFRS,"CHR LEGG(1001), TWILIGHT., FRS, P01",DOMESTIC,256,0,"60,604.95",124,0,"29,775.84",0,0,0,-51.563,-50.87,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01ECFRS,"CHR LEGG(1001), POOL BLUE., FRS, P01",DOMESTIC,25,0,"5,933.49",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EHFRS,"CHR LEGG(1001), CHATNI., FRS, P01",DOMESTIC,282,0,"66,876.16",288,0,"68,177.03",0,0,0,2.128,1.95,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EIFRS,"CHR LEGG(1001), LT. MAROON., FRS, P01",DOMESTIC,951,0,"2,24,648.43",644,0,"1,50,835.64",0,0,0,-32.282,-32.86,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EJFRS,"CHR LEGG(1001), ONION PINK., FRS, P01",DOMESTIC,151,0,"35,572.23",199,0,"47,197.55",0,0,0,31.788,32.68,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EKFRS,"CHR LEGG(1001), RANI., FRS, P01",DOMESTIC,210,0,"49,639.07",173,0,"40,335.14",0,0,0,-17.619,-18.74,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01ELFRS,"CHR LEGG(1001), ROMA GREEN., FRS, P01",DOMESTIC,471,0,"1,11,275.44",42,0,"9,769.22",0,0,0,-91.083,-91.22,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EMFRS,"CHR LEGG(1001), MEHENDI., FRS, P01",DOMESTIC,152,0,"35,886.97",234,0,"54,554.58",0,0,0,53.947,52.02,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01ENFRS,"CHR LEGG(1001), LT.TURKISH., FRS, P01",DOMESTIC,154,0,"36,645.88",91,0,"21,263.78",0,0,0,-40.909,-41.97,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EOFRS,"CHR LEGG(1001), ROMANTIC RANI., FRS, P01",DOMESTIC,249,0,"59,001.01",161,0,"39,017.93",0,0,0,-35.341,-33.87,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EPFRS,"CHR LEGG(1001), GINGER., FRS, P01",DOMESTIC,135,0,"32,015.40",10,0,"2,322.90",0,0,0,-92.593,-92.74,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EQFRS,"CHR LEGG(1001), FLIEDER., FRS, P01",DOMESTIC,36,0,"8,563.51",65,0,"15,098.75",0,0,0,80.556,76.31,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01ERFRS,"CHR LEGG(1001), ONION., FRS, P01",DOMESTIC,178,0,"42,552.40",185,0,"43,221.87",0,0,0,3.933,1.57,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01ESFRS,"CHR LEGG(1001), VIBRANT BLU., FRS, P01",DOMESTIC,73,0,"17,291.50",10,0,"2,322.89",0,0,0,-86.301,-86.57,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01ETFRS,"CHR LEGG(1001), T-OLIVE., FRS, P01",DOMESTIC,91,0,"21,659.54",80,0,"18,583.19",0,0,0,-12.088,-14.2,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EUFRS,"CHR LEGG(1001), D.RUST., FRS, P01",DOMESTIC,60,0,"14,164.55",26,0,"6,089.19",0,0,0,-56.667,-57.01,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EVFRS,"CHR LEGG(1001), brght PRPL., FRS, P01",DOMESTIC,17,0,"4,123.92",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EWFRS,"CHR LEGG(1001), SCARLET., FRS, P01",DOMESTIC,410,0,"96,929.82",230,0,"53,426.77",0,0,0,-43.902,-44.88,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EXFRS,"CHR LEGG(1001), BLOOD RED., FRS, P01",DOMESTIC,"1,032.00",0,"2,43,655.31",455,0,"1,08,121.62",0,0,0,-55.911,-55.63,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EYFRS,"CHR LEGG(1001), PARROT., FRS, P01",DOMESTIC,96,0,"22,728.11",77,0,"17,985.66",0,0,0,-19.792,-20.87,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01EZFRS,"CHR LEGG(1001), DZ.GREEN., FRS, P01",DOMESTIC,264,0,"63,316.21",80,0,"18,745.21",0,0,0,-69.697,-70.39,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01FAFRS,"CHR LEGG(1001), FALSA., FRS, P01",DOMESTIC,30,0,"7,120.15",11,0,"2,853.05",0,0,0,-63.333,-59.93,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01FBFRS,"CHR LEGG(1001, PARACHUTE PRPL., FRS, P01",DOMESTIC,25,0,"5,908.21",47,0,"11,403.51",0,0,0,88,93.01,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01FCFRS,"CHR LEGG(1001), PRPL HURT., FRS, P01",DOMESTIC,22,0,"5,801.48",39,0,"10,885.62",0,0,0,77.273,87.64,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01FDFRS,"CHR LEGG(1001), LGHT LAVENDER., FRS, P01",DOMESTIC,35,0,"8,567.22",58,0,"14,256.55",0,0,0,65.714,66.41,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01FEFRS,"CHR LEGG(1001), LEAF GREEN., FRS, P01",DOMESTIC,74,0,"17,896.16",12,0,"3,908.25",0,0,0,-83.784,-78.16,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01FFFRS,"CHR LEGG(1001), LT.FLIEDER., FRS, P01",DOMESTIC,104,0,"24,667.96",36,0,"9,433.53",0,0,0,-65.385,-61.76,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01FGFRS,"CHR LEGG(1001), LGHT BERRY., FRS, P01",DOMESTIC,90,0,"21,309.94",33,0,"8,470.52",0,0,0,-63.333,-60.25,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01FHFRS,"CHR LEGG(1001), BABY PINK., FRS, P01",DOMESTIC,559,0,"1,32,400.13",502,0,"1,19,353.30",0,0,0,-10.197,-9.85,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01FIFRS,"CHR LEGG(1001), ROT., FRS, P01",DOMESTIC,216,0,"51,151.78",139,0,"32,949.37",0,0,0,-35.648,-35.59,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01FJFRS,"CHR LEGG(1001), CHOCO., FRS, P01",DOMESTIC,80,0,"18,936.59",20,0,"4,645.79",0,0,0,-75,-75.47,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01GHFRS,"CHR LEGG(1001), PEARL., FRS, P01",DOMESTIC,676,0,"1,60,022.82",303,0,"71,747.75",0,0,0,-55.178,-55.16,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01GIFRS,"CHR LEGG(1001), FANTASTIC BLU., FRS, P01",DOMESTIC,47,0,"11,154.08",40,0,"10,754.52",0,0,0,-14.894,-3.58,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01GJFRS,"CHR LEGG(1001), LEMON DROP., FRS, P01",DOMESTIC,62,0,"14,703.20",22,0,"5,457.88",0,0,0,-64.516,-62.88,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01GKFRS,"CHR LEGG(1001),BRGHT CHARTESUS, FRS, P01",DOMESTIC,43,0,"10,303.72",19,0,"4,612.08",0,0,0,-55.814,-55.24,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01GLFRS,"CHR LEGG(1001), OLYMPIAN BLU., FRS, P01",DOMESTIC,23,0,"5,522.72",2,0,563.86,0,0,0,-91.304,-89.79,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01GMFRS,"CHR LEGG(1001), TURMERIC., FRS, P01",DOMESTIC,107,0,"25,268.15",89,0,"20,872.39",0,0,0,-16.822,-17.4,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01GNFRS,"CHR LEGG(1001), CANDY PINK., FRS, P01",DOMESTIC,105,0,"24,844.78",70,0,"16,260.29",0,0,0,-33.333,-34.55,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01GPFRS,"CHR LEGG(1001), NEON PINK., FRS, P01",DOMESTIC,5,0,"1,186.69",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01GQFRS,"CHR LEGG(1001), NEON ORNG., FRS, P01",DOMESTIC,1,0,281.93,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01GRFRS,"CHR LEGG(1001), NEON GREEN., FRS, P01",DOMESTIC,3,0,845.8,5,0,"1,409.67",0,0,0,66.667,66.67,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01HAFRS,"CHR LEGG(1001), HOT CORAL., FRS, P01",DOMESTIC,15,0,"3,560.07",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01HQFRS,"CHR LEGG(1001), GRASS GRN., FRS, P01",DOMESTIC,50,0,"11,841.64",15,0,"3,732.56",0,0,0,-70,-68.48,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01IGFRS,"CHR LEGG(1001), MOOD INDGO., FRS, P01",DOMESTIC,25,0,"5,908.22",6,0,"1,691.59",0,0,0,-76,-71.37,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01IWFRS,"CHR LEGG(1001), ROSE PINK., FRS, P01",DOMESTIC,26,0,"6,219.08",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01JAFRS,"CHR LEGG(1001),LT.ROM RANI,FRS,P01",DOMESTIC,126,0,"29,840.16",30,0,"6,968.71",0,0,0,-76.19,-76.65,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01JBFRS,"CHR LEGG(1001), JAZZY PINK., FRS, P01",DOMESTIC,138,0,"32,709.70",52,0,"12,371.65",0,0,0,-62.319,-62.18,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01JCFRS,"CHR LEGG(1001), SAND., FRS, P01",DOMESTIC,25,0,"5,933.47",5,0,"1,161.45",0,0,0,-80,-80.43,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01KKFRS,"CHR LEGG(1001), ARCADIA., FRS, P01",DOMESTIC,20,0,"4,746.80",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01KLFRS,"CHR LEGG(1001), APPLE GRN., FRS, P01",DOMESTIC,25,0,"5,933.43",5,0,"1,161.45",0,0,0,-80,-80.43,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01KMFRS,"CHR LEGG(1001), MIMOSA., FRS, P01",DOMESTIC,30,0,"7,120.14",11,0,"2,561.01",0,0,0,-63.333,-64.03,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01KNFRS,"CHR LEGG(1001), SPICY ORNG., FRS, P01",DOMESTIC,78,0,"18,495.83",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01KVFRS,"CHR LEGG(1001), CALYPSO CORAL., FRS, P01",DOMESTIC,35,0,"8,306.84",15,0,"3,484.35",0,0,0,-57.143,-58.05,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01LEFRS,"CHR LEGG(1001), BEET RED., FRS, P01",DOMESTIC,5,0,"1,161.45",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01LRFRS,"CHR LEGG(1001), JESTER RED., FRS, P01",DOMESTIC,1,0,285.63,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01LTFRS,"CHR LEGG(1001), PATRIOT BLU., FRS, P01",DOMESTIC,60,0,"14,189.81",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01MPFRS,"CHR LEGG(1001), DARK CHOCO., FRS, P01",DOMESTIC,35,0,"8,281.61",5,0,"1,161.46",0,0,0,-85.714,-85.98,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01NRFRS,"CHR LEGG(1001), BURNT OLIV., FRS, P01",DOMESTIC,10,0,"2,373.40",5,0,"1,161.44",0,0,0,-50,-51.06,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01ODFRS,"CHR LEGG(1001), papaya punch., FRS, P01",DOMESTIC,31,0,"7,380.52",25,0,"5,807.25",0,0,0,-19.355,-21.32,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OEFRS,"CHR LEGG(1001), vrtual PNK., FRS, P01",DOMESTIC,16,0,"3,820.44",10,0,"2,322.90",0,0,0,-37.5,-39.2,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OFFRS,"CHR LEGG(1001), rio red., FRS, P01",DOMESTIC,33,0,"7,951.80",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OGFRS,"CHR LEGG(1001), persian jewel., FRS, P01",DOMESTIC,6,0,"1,472.32",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OHFRS,"CHR LEGG(1001), brght rose., FRS, P01",DOMESTIC,6,0,"1,447.08",5,0,"1,161.45",0,0,0,-16.667,-19.74,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OIFRS,"CHR LEGG(1001), nautical BLU., FRS, P01",DOMESTIC,1,0,285.63,0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OJFRS,"CHR LEGG(1001), snorkel BLU., FRS, P01",DOMESTIC,6,0,"1,472.32",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OKFRS,"CHR LEGG(1001), cyan blue., FRS, P01",DOMESTIC,5,0,"1,161.45",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OLFRS,"CHR LEGG(1001), majolica BLU., FRS, P01",DOMESTIC,50,0,"11,866.93",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OMFRS,"CHR LEGG(1001), india feel., FRS, P01",DOMESTIC,80,0,"18,961.82",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01ONFRS,"CHR LEGG(1001), dark navy., FRS, P01",DOMESTIC,10,0,"2,373.38",5,0,"1,161.45",0,0,0,-50,-51.06,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OQFRS,"CHR LEGG(1001), shocking PNK., FRS, P01",DOMESTIC,20,0,"4,696.26",5,0,"1,161.45",0,0,0,-75,-75.27,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OSFRS,"CHR LEGG(1001), true red., FRS, P01",DOMESTIC,10,0,"2,373.38",5,0,"1,161.45",0,0,0,-50,-51.06,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OTFRS,"CHR LEGG(1001), tango red., FRS, P01",DOMESTIC,6,0,"1,386.66",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OUFRS,"CHR LEGG(1001), tomato puree., FRS, P01",DOMESTIC,11,0,"2,573.33",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OYFRS,"CHR LEGG(1001), APRICOT GLATO, FRS, P01",DOMESTIC,15,0,"3,509.57",1,0,195.71,0,0,0,-93.333,-94.42,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01OZFRS,"CHR LEGG(1001),VERMILION ORNG., FRS, P01",DOMESTIC,5,0,"1,186.68",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PAFRS,"CHR LEGG(1001), brght gold., FRS, P01",DOMESTIC,5,0,"1,186.69",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PBFRS,"CHR LEGG(1001), warm tamp., FRS, P01",DOMESTIC,15,0,"3,560.10",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PCFRS,"CHR LEGG(1001), biscotti., FRS, P01",DOMESTIC,26,0,"6,168.60",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PDFRS,"CHR LEGG(1001), GRN flash., FRS, P01",DOMESTIC,16,0,"3,734.80",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PEFRS,"CHR LEGG(1001), butter fly., FRS, P01",DOMESTIC,30,0,"7,094.93",7,0,"1,732.70",0,0,0,-76.667,-75.58,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PGFRS,"CHR LEGG(1001), spinach GRN., FRS, P01",DOMESTIC,25,0,"5,933.48",5,0,"1,161.45",0,0,0,-80,-80.43,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PHFRS,"CHR LEGG(1001), italian straw., FRS, P01",DOMESTIC,75,0,"17,749.89",5,0,"1,161.45",0,0,0,-93.333,-93.46,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PLFRS,"CHR LEGG(1001), ORNG popsicle., FRS, P01",DOMESTIC,0,0,0,15,0,"3,484.35",0,0,0,0,0,0,0,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PMFRS,"CHR LEGG(1001), sheep skin., FRS, P01",DOMESTIC,20,0,"4,696.27",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PPFRS,"CHR LEGG(1001), ming green., FRS, P01",DOMESTIC,5,0,"1,186.69",5,0,"1,161.43",0,0,0,0,-2.13,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PSFRS,"CHR LEGG(1001), algiers BLU., FRS, P01",DOMESTIC,2,0,571.26,5,0,"1,161.45",0,0,0,150,103.31,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PUFRS,"CHR LEGG(1001), raisin., FRS, P01",DOMESTIC,10,0,"2,373.40",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PVFRS,"CHR LEGG(1001), aqua sky., FRS, P01",DOMESTIC,15,0,"3,560.10",5,0,"1,161.45",0,0,0,-66.667,-67.38,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PWFRS,"CHR LEGG(1001), BLU curacao, FRS, P01",DOMESTIC,12,0,"2,944.66",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PYFRS,"CHR LEGG(1001), cinder., FRS, P01",DOMESTIC,5,0,"1,186.68",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01PZFRS,"CHR LEGG(1001), tender peach., FRS, P01",DOMESTIC,10,0,"2,322.89",5,0,"1,161.45",0,0,0,-50,-50,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QBFRS,"CHR LEGG(1001), goblin BLU., FRS, P01",DOMESTIC,16,0,"3,755.77",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QCFRS,"CHR LEGG(1001), honey mastard., FRS, P01",DOMESTIC,15,0,"3,560.08",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QDFRS,"CHR LEGG(1001), partridge., FRS, P01",DOMESTIC,5,0,"1,186.68",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QEFRS,"CHR LEGG(1001), saffron., FRS, P01",DOMESTIC,5,0,"1,186.69",10,0,"2,322.91",0,0,0,100,95.75,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QFFRS,"CHR LEGG(1001), deep lake., FRS, P01",DOMESTIC,11,0,"2,522.85",10,0,"2,322.89",0,0,0,-9.091,-7.93,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QJFRS,"CHR LEGG(1001), old gold., FRS, P01",DOMESTIC,5,0,"1,186.70",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QKFRS,"CHR LEGG(1001), gold fushion., FRS, P01",DOMESTIC,10,0,"2,373.37",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QQFRS,"CHR LEGG(1001), pink king., FRS, P01",DOMESTIC,15,0,"3,534.85",20,0,"4,645.79",0,0,0,33.333,31.43,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QRFRS,"CHR LEGG(1001), GLDN olive., FRS, P01",DOMESTIC,10,0,"2,322.90",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QUFRS,"CHR LEGG(1001), tan., FRS, P01",DOMESTIC,20,0,"4,721.53",5,0,"1,161.44",0,0,0,-75,-75.4,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QVFRS,"CHR LEGG(1001), pappyny., FRS, P01",DOMESTIC,25,0,"5,933.46",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QXFRS,"CHR LEGG(1001), fantane., FRS, P01",DOMESTIC,15,0,"3,560.10",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01QYFRS,"CHR LEGG(1001), deep peacock., FRS, P01",DOMESTIC,10,0,"2,348.13",10,0,"2,322.90",0,0,0,0,-1.07,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01RAFRS,"CHR LEGG(1001), mint leaf., FRS, P01",DOMESTIC,5,0,"1,161.45",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01RBFRS,"CHR LEGG(1001), deep water., FRS, P01",DOMESTIC,10,0,"2,348.13",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01RDFRS,"CHR LEGG(1001), ocean depths., FRS, P01",DOMESTIC,5,0,"1,186.70",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01RFFRS,"CHR LEGG(1001), BLU radiance., FRS, P01",DOMESTIC,15,0,"3,560.08",0,0,0,0,0,0,-100,-100,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01RGFRS,"CHR LEGG(1001), shark., FRS, P01",DOMESTIC,15,0,"3,534.83",5,0,"1,161.45",0,0,0,-66.667,-67.14,-100,-100,0,,,
BRLG,SOFTLINE LEGGINGS,RBRLGS1001P01SDFRS,"CHR LEGG(1001), parrot GRN., FRS, P01",DOMESTIC,0,0,0,1,0,232.38,0,0,0,0,0,0,0,0,,,
